char 1, char2, index, text
Arya-Stark (Arya), Amabel (Goodwife-Amabel), 757347, "process; discussing them as bluntly as if they were newly acquired donkeys. When Arya turn came round; Goodwife-Amabel"
Amabel (Goodwife-Amabel), Harra (Goodwife-Harra), 757412, "donkeys. When Arya turn came round; Goodwife-Amabel clucked in dismay at the sight of her feet; while Goodwife-Harra"
Arya-Stark (Arya), Harra (Goodwife-Harra), 757412, "donkeys. When Arya turn came round; Goodwife-Amabel clucked in dismay at the sight of her feet; while Goodwife-Harra"
Weasel (Weasel), Lommy-Greenhands (Lommy), 757932, "could see she was no boy. "Weasel;" she said; naming the first girl she could think of. "Lommy"
Lommy-Greenhands (Lommy), Weasel (Weasel), 757949, "was no boy. "Weasel;" she said; naming the first girl she could think of. "Lommy called me Weasel"
Lommy-Greenhands (Lommy), Amabel (Goodwife-Amabel), 757993, "the first girl she could think of. "Lommy called me Weasel."  "I can see why;" sniffed Goodwife-Amabel"
Weasel (Weasel), Amabel (Goodwife-Amabel), 757993, "the first girl she could think of. "Lommy called me Weasel."  "I can see why;" sniffed Goodwife-Amabel"
Harra (Harra), Weese (Weese), 758895, "I can see youre not a clever girl. Harra; I believe we should give this one to Weese"
Harra (Harra), Amabel (Amabel), 758923, "clever girl. Harra; I believe we should give this one to Weese."  "If you think so; Amabel"
Weese (Weese), Amabel (Amabel), 758923, "clever girl. Harra; I believe we should give this one to Weese."  "If you think so; Amabel"
Pyat-Pree (Pyat-Pree), Daenerys-Targaryen (Khaleesi), 764259, "need of baubles;" blue-lipped Pyat-Pree sang out from her other side. "It shall be as I promised; Khaleesi"
Pyat-Pree (Pyat), Daenerys-Targaryen (Dany), 764648, "head."  "The only palace I desire is the red castle at King Landing; my lord Pyat." Dany"
Daenerys-Targaryen (Dany), Mirri-Maz-Duur (Mirri-Maz-Duur), 764698, "the red castle at King Landing; my lord Pyat." Dany was wary of the warlock; the maegi Mirri-Maz-Duur"
Pyat-Pree (Pyat), Mirri-Maz-Duur (Mirri-Maz-Duur), 764698, "the red castle at King Landing; my lord Pyat." Dany was wary of the warlock; the maegi Mirri-Maz-Duur"
Xaro-Xhoan-Daxos (Xaro), Pyat-Pree (Pyat), 764877, "gifts; Xaro; let them give me ships and swords to win back what is rightfully mine."  Pyat"
Pyat-Pree (Pyat), Daenerys-Targaryen (Khaleesi), 764960, "mine."  Pyat blue lips curled upward in a gracious smile. "It shall be as you command; Khaleesi"
Xaro-Xhoan-Daxos (Xaro), Pyat-Pree (Pyat-Pree), 766258, "Grace."  "Those men will help me to my crown;" she said. "Xaro has vast wealth; and Pyat-Pree"
Xaro-Xhoan-Daxos (Xaro-Xhoan-Daxos), Daenerys-Targaryen (Dany), 766974, "sad as well. She wished she could love him better than she did.  Xaro-Xhoan-Daxos had offered Dany"
Illyrio-Mopatis (Magister-Illyrio), Xaro-Xhoan-Daxos (Xaro), 767214, "many a market town. It makes Magister-Illyrio manse in Pentos look like a swineherd hovel; she thought. Xaro"
Daenerys-Targaryen (Dany), Xaro-Xhoan-Daxos (Xaro), 768132, " All the great of Qarth will come to see my dragons; Dany thought; yet she thanked Xaro"
Xaro-Xhoan-Daxos (Xaro), Pyat-Pree (Pyat-Pree), 768191, "dragons; Dany thought; yet she thanked Xaro for his kindness before she sent him on his way. Pyat-Pree"
Quaithe (Quaithe), Daenerys-Targaryen (Dany), 768544, "spirits of the air. Last of the three seekers to depart was Quaithe the shadowbinder. From her Dany"
Quaithe (Quaithe), Jorah-Mormont (Ser-Jorah), 768856, "lust. For dragons are fire made flesh; and fire is power."  When Quaithe too was gone; Ser-Jorah"
Pyat-Pree (Pyat), Xaro-Xhoan-Daxos (Xaro), 768979, "though I like her no more than the others."  "I do not understand her." Pyat and Xaro"
Pyat-Pree (Pyat), Daenerys-Targaryen (Dany), 768997, "her no more than the others."  "I do not understand her." Pyat and Xaro had showered Dany"
Xaro-Xhoan-Daxos (Xaro), Daenerys-Targaryen (Dany), 768997, "her no more than the others."  "I do not understand her." Pyat and Xaro had showered Dany"
Daenerys-Targaryen (Khaleesi), Aggo (Aggo), 769540, "leave; and take care that the dragons are always well guarded."  "It shall be done; Khaleesi;" Aggo"
Aggo (Aggo), Pyat-Pree (Pyat-Pree), 769600, ""It shall be done; Khaleesi;" Aggo said.  "We have seen only the parts of Qarth that Pyat-Pree"
Daenerys-Targaryen (Khaleesi), Pyat-Pree (Pyat-Pree), 769600, ""It shall be done; Khaleesi;" Aggo said.  "We have seen only the parts of Qarth that Pyat-Pree"
Pyat-Pree (Pyat-Pree), Rakharo (Rakharo), 769641, ""We have seen only the parts of Qarth that Pyat-Pree wished us to see;" she went on. "Rakharo"
Rakharo (Rakharo), Jorah-Mormont (Ser-Jorah), 769840, "where men are forbidden."  "As you say; I do; blood of my blood;" said Rakharo.  "Ser-Jorah"
Robert-Baratheon (Usurper), Jorah-Mormont (Jorah-Mormont), 770185, " The knight frowned. "That would be no kindness. The Usurper will kill you; sure as sunrise." Jorah-Mormont"
Jorah-Mormont (Jorah-Mormont), Jhogo (Jhogo), 770267, "as sunrise." Jorah-Mormont hooked his thumbs through his swordbelt. "My place is here at your side."  "Jhogo"
Robert-Baratheon (Usurper), Jorah-Mormont (Jorah-Mormont), 772019, "before she could do that she must conquer.  The Usurper will kill you; sure as sunrise; Jorah-Mormont"
Jorah-Mormont (Jorah-Mormont), Robert-Baratheon (Robert), 772036, "do that she must conquer.  The Usurper will kill you; sure as sunrise; Jorah-Mormont had said. Robert"
Jorah-Mormont (Jorah-Mormont), Rhaegar (Rhaegar), 772074, "The Usurper will kill you; sure as sunrise; Jorah-Mormont had said. Robert had slain her gallant brother Rhaegar"
Robert-Baratheon (Robert), Rhaegar (Rhaegar), 772074, "The Usurper will kill you; sure as sunrise; Jorah-Mormont had said. Robert had slain her gallant brother Rhaegar"
Robert-Baratheon (Usurper), Eddard-Stark (Eddard-Stark), 772374, "than war. And with him stood the great lords her brother had named the Usurper dogs; cold-eyed Eddard-Stark"
Daenerys-Targaryen (Dany), Irri (Irri), 773211, "her; and the little fish prickling at her skin annoying. Dany stood and climbed from the pool. "Irri"
Daenerys-Targaryen (Dany), Jhiqui (Jhiqui), 773233, "little fish prickling at her skin annoying. Dany stood and climbed from the pool. "Irri;" she called; "Jhiqui"
Irri (Irri), Jhiqui (Jhiqui), 773233, "little fish prickling at her skin annoying. Dany stood and climbed from the pool. "Irri;" she called; "Jhiqui"
Jhiqui (Jhiqui), Daenerys-Targaryen (Dany), 773310, "she called; "Jhiqui."  As the handmaids toweled her dry and wrapped her in a sandsilk robe; Dany"
Daenerys-Targaryen (Dany), Irri (Irri), 773724, ";  if not ;  It was near evenfall and Dany was feeding her dragons when Irri"
Irri (Irri), Jorah-Mormont (Ser-Jorah), 773787, "and Dany was feeding her dragons when Irri stepped through the silken curtains to tell her that Ser-Jorah"
Quhuru-Mo (Quhuru-Mo), Daenerys-Targaryen (Dany), 774425, "but in the liquid Valyrian of the Nine Free Cities.  "The honor is mine; Quhuru-Mo;" said Dany"
Daenerys-Targaryen (Stormborn), Robert-Baratheon (Robert-Baratheon), 774697, "a wondrous gift."  "A gift?"  "A gift of news. Dragonmother; Stormborn; I tell you true; Robert-Baratheon"
Eddard-Stark (HandoftheKingNed), Robert-Baratheon (King-Robert), 775437, "him; or his brother; or Lord-Eddard-Stark who was his HandoftheKingNed. Yet all the tales agree in this: King-Robert"
Eddard-Stark (HandoftheKingNed), Daenerys-Targaryen (Dany), 775470, "his HandoftheKingNed. Yet all the tales agree in this: King-Robert is dead and in his grave."  Dany"
Robert-Baratheon (King-Robert), Daenerys-Targaryen (Dany), 775470, "his HandoftheKingNed. Yet all the tales agree in this: King-Robert is dead and in his grave."  Dany"
Daenerys-Targaryen (Dany), Robert-Baratheon (Usurper), 775504, "agree in this: King-Robert is dead and in his grave."  Dany had never looked upon the Usurper"
Jorah-Mormont (Ser-Jorah), Joffrey-Baratheon (King-Joffrey), 775846, "ebony stranger had lifted that shadow.  "The boy sits the Iron Throne now;" Ser-Jorah said.  "King-Joffrey"
Joffrey-Baratheon (King-Joffrey), Quhuru-Mo (Quhuru-Mo), 775865, "had lifted that shadow.  "The boy sits the Iron Throne now;" Ser-Jorah said.  "King-Joffrey reigns;" Quhuru-Mo"
Jorah-Mormont (Ser-Jorah), Quhuru-Mo (Quhuru-Mo), 775865, "had lifted that shadow.  "The boy sits the Iron Throne now;" Ser-Jorah said.  "King-Joffrey reigns;" Quhuru-Mo"
Joffrey-Baratheon (King-Joffrey), Robert-Baratheon (Robert), 775906, "boy sits the Iron Throne now;" Ser-Jorah said.  "King-Joffrey reigns;" Quhuru-Mo agreed; "but the Lannisters rule. Robert"
Jorah-Mormont (Ser-Jorah), Robert-Baratheon (Robert), 775906, "boy sits the Iron Throne now;" Ser-Jorah said.  "King-Joffrey reigns;" Quhuru-Mo agreed; "but the Lannisters rule. Robert"
Quhuru-Mo (Quhuru-Mo), Robert-Baratheon (Robert), 775906, "boy sits the Iron Throne now;" Ser-Jorah said.  "King-Joffrey reigns;" Quhuru-Mo agreed; "but the Lannisters rule. Robert"
Eddard-Stark (Lord-Eddard-Stark), Robert-Baratheon (King-Robert), 776057, "The talk is; they mean to claim the crown. And the HandoftheKingNed has fallen; Lord-Eddard-Stark who was King-Robert"
Robert-Baratheon (King-Robert), Eddard-Stark (Ned-Stark), 776110, "And the HandoftheKingNed has fallen; Lord-Eddard-Stark who was King-Robert friend. He has been seized for treason."  "Ned-Stark"
Eddard-Stark (Ned-Stark), Jorah-Mormont (Ser-Jorah), 776132, "has fallen; Lord-Eddard-Stark who was King-Robert friend. He has been seized for treason."  "Ned-Stark a traitor?" Ser-Jorah"
Robert-Baratheon (King-Robert), Jorah-Mormont (Ser-Jorah), 776132, "has fallen; Lord-Eddard-Stark who was King-Robert friend. He has been seized for treason."  "Ned-Stark a traitor?" Ser-Jorah"
Viserys-Targaryen (Viserys), Drogo (Khal-Drogo), 776649, ""My brother is dead as well; Viserys who was the true king;" she told the Summer Islander. "Khal-Drogo"
Jhiqui (Jhiqui), Jorah-Mormont (Ser-Jorah-Mormont), 777781, "and kissed her lightly on the fingers as he took his leave. Jhiqui showed him out; while Ser-Jorah-Mormont"
Jhiqui (Jhiqui), Daenerys-Targaryen (Khaleesi), 777802, "lightly on the fingers as he took his leave. Jhiqui showed him out; while Ser-Jorah-Mormont remained.  "Khaleesi"
Jorah-Mormont (Ser-Jorah-Mormont), Daenerys-Targaryen (Khaleesi), 777802, "lightly on the fingers as he took his leave. Jhiqui showed him out; while Ser-Jorah-Mormont remained.  "Khaleesi"
Robert-Baratheon (Usurper), Jorah-Mormont (Ser-Jorah), 778102, "my purpose. The Usurper is dead; what does it matter?"  "Not every sailor tale is true;" Ser-Jorah"
Jorah-Mormont (Ser-Jorah), Robert-Baratheon (Robert), 778133, "dead; what does it matter?"  "Not every sailor tale is true;" Ser-Jorah cautioned; "and even if Robert"
Viserys-Targaryen (Viserys), Rhaegar (Rhaegar), 779502, "brother;" he said stubbornly.  "I am not Viserys."  "No;" he admitted. "There is more of Rhaegar"
Rhaegar (Rhaegar), Robert-Baratheon (Robert), 779559, "he admitted. "There is more of Rhaegar in you; I think; but even Rhaegar could be slain. Robert"
Bran-Stark (Bran), Jojen-Reed (Jojen), 780631, "an "Oof." The wolf crouched atop her.  Bran hooted. "You lose."  "She wins;" her brother Jojen"
Jojen-Reed (Jojen), Bran-Stark (Bran), 780674, "Bran hooted. "You lose."  "She wins;" her brother Jojen said. "Summer snared."  He was right; Bran"
Meera-Reed (Meera), Bran-Stark (Bran), 781595, "across the ear.  Meera shook her head. "Does he never grow angry?"  "Not with me." Bran"
Bran-Stark (Bran), Jojen-Reed (Jojen), 781995, "day or two of the harvest feast; but the Reeds had stayed to become Bran constant companions. Jojen"
Bran-Stark (Bran), Nan (Old-Nan), 782022, "harvest feast; but the Reeds had stayed to become Bran constant companions. Jojen was so solemn that Old-Nan"
Jojen-Reed (Jojen), Nan (Old-Nan), 782022, "harvest feast; but the Reeds had stayed to become Bran constant companions. Jojen was so solemn that Old-Nan"
Bran-Stark (Bran), Meera-Reed (Meera), 782065, "stayed to become Bran constant companions. Jojen was so solemn that Old-Nan called him "little grandfather;" but Meera"
Jojen-Reed (Jojen), Meera-Reed (Meera), 782065, "stayed to become Bran constant companions. Jojen was so solemn that Old-Nan called him "little grandfather;" but Meera"
Nan (Old-Nan), Meera-Reed (Meera), 782065, "stayed to become Bran constant companions. Jojen was so solemn that Old-Nan called him "little grandfather;" but Meera"
Jojen-Reed (Jojen), Bran-Stark (Bran), 782079, "become Bran constant companions. Jojen was so solemn that Old-Nan called him "little grandfather;" but Meera reminded Bran"
Meera-Reed (Meera), Bran-Stark (Bran), 782079, "become Bran constant companions. Jojen was so solemn that Old-Nan called him "little grandfather;" but Meera reminded Bran"
Nan (Old-Nan), Bran-Stark (Bran), 782079, "become Bran constant companions. Jojen was so solemn that Old-Nan called him "little grandfather;" but Meera reminded Bran"
Bran-Stark (Bran), Arya-Stark (Arya), 782098, "Jojen was so solemn that Old-Nan called him "little grandfather;" but Meera reminded Bran of his sister Arya"
Meera-Reed (Meera), Arya-Stark (Arya), 782098, "Jojen was so solemn that Old-Nan called him "little grandfather;" but Meera reminded Bran of his sister Arya"
Nan (Old-Nan), Arya-Stark (Arya), 782098, "Jojen was so solemn that Old-Nan called him "little grandfather;" but Meera reminded Bran of his sister Arya"
Arya-Stark (Arya), Bran-Stark (Bran), 782281, "boy. She was older than Arya; though; almost sixteen; a woman grown. They were both older than Bran"
Bran-Stark (Bran), Meera-Reed (Meera), 782868, "his head in Bran lap. "I never knew anyone who fought with a net before;" he told Meera"
Ramsay-Bolton (bastard-Ramsay), Donella-Hornwood (Lady-Hornwood), 783767, "was off east; trying to set to rights the trouble there. Roose-Bolton-bastard-Ramsay had started it by seizing Lady-Hornwood"
Rodrik-Cassel (Ser-Rodrik), Ramsay-Bolton (Bolton-bastard), 784067, "the Boltons; he had written; but Ser-Rodrik had been almost as angry with him as with the Bolton-bastard"
Ramsay-Bolton (Bolton-bastard), Rodrik-Cassel (Ser-Rodrik), 784080, "Boltons; he had written; but Ser-Rodrik had been almost as angry with him as with the Bolton-bastard. "Ser-Rodrik"
Ramsay-Bolton (Bolton-bastard), Luwin (Maester-Luwin), 784111, "Ser-Rodrik had been almost as angry with him as with the Bolton-bastard. "Ser-Rodrik might let me go. Maester-Luwin"
Rodrik-Cassel (Ser-Rodrik), Luwin (Maester-Luwin), 784111, "Ser-Rodrik had been almost as angry with him as with the Bolton-bastard. "Ser-Rodrik might let me go. Maester-Luwin"
Luwin (Maester-Luwin), Jojen-Reed (Jojen-Reed), 784178, "with the Bolton-bastard. "Ser-Rodrik might let me go. Maester-Luwin never would."  Sitting cross-legged under the weirwood; Jojen-Reed"
Ramsay-Bolton (Bolton-bastard), Jojen-Reed (Jojen-Reed), 784178, "with the Bolton-bastard. "Ser-Rodrik might let me go. Maester-Luwin never would."  Sitting cross-legged under the weirwood; Jojen-Reed"
Rodrik-Cassel (Ser-Rodrik), Jojen-Reed (Jojen-Reed), 784178, "with the Bolton-bastard. "Ser-Rodrik might let me go. Maester-Luwin never would."  Sitting cross-legged under the weirwood; Jojen-Reed"
Jojen-Reed (Jojen-Reed), Bran-Stark (Bran), 784248, "Sitting cross-legged under the weirwood; Jojen-Reed regarded him solemnly. "It would be good if you left Winterfell; Bran"
Bran-Stark (Bran), Meera-Reed (Meera), 784346, " "It would?"  "Yes. And sooner rather than later."  "My brother has the greensight;" said Meera"
Bran-Stark (Bran), Jojen-Reed (Jojen), 784560, "him sad; her defiant.  "Tell me what going to happen;" Bran said.  "I will;" said Jojen"
Jojen-Reed (Jojen), Bran-Stark (Bran), 784630, " "I will;" said Jojen; "if youll tell me about your dreams."  The godswood grew quiet. Bran"
Bran-Stark (Bran), Hodor (Hodor), 784668, "youll tell me about your dreams."  The godswood grew quiet. Bran could hear leaves rustling; and Hodor"
Luwin (Maester-Luwin), Meera-Reed (Meera), 784942, "blood. "I dont have dreams. Maester-Luwin gives me sleeping draughts."  "Do they help?"  "Sometimes."  Meera"
Meera-Reed (Meera), Bran-Stark (Bran), 785019, "help?"  "Sometimes."  Meera said; "All of Winterfell knows you wake at night shouting and sweating; Bran"
Jojen-Reed (Jojen), Luwin (Maester-Luwin), 785192, "us what frightens you so much;" said Jojen.  "I dont want to. Anyway; it only dreams. Maester-Luwin"
Meera-Reed (Meera), Jojen-Reed (Jojen), 785371, "boys do; and those dreams might mean anything;" Meera said; "but the green dreams are different."  Jojen"
Jojen-Reed (Jojen), Bran-Stark (Bran), 785802, "them."  "Did the crow have three eyes?"  Jojen nodded.  Summer raised his head from Bran"
Bran-Stark (Bran), Jojen-Reed (Jojen), 786280, "last tangles and began arranging it in loose folds.  "You are the winged wolf; Bran;" said Jojen"
Bran-Stark (Bran), Jon-Snow (Jon), 786516, "the north."  "At the Wall?" Bran had always wanted to see the Wall. His bastard brother Jon"
Jon-Snow (Jon), Meera-Reed (Meera-Reed), 786588, "His bastard brother Jon was there now; a man of the Night Watch.  "Beyond the Wall." Meera-Reed"
Meera-Reed (Meera-Reed), Jojen-Reed (Jojen), 786628, "man of the Night Watch.  "Beyond the Wall." Meera-Reed hung the net from her belt. "When Jojen"
Jojen-Reed (Jojen), Bran-Stark (Bran), 786739, "father what hed dreamed; he sent us to Winterfell."  "How would I break the chains; Jojen?" Bran"
Bran-Stark (Bran), Jojen-Reed (Jojen), 786819, "Bran asked.  "Open your eye."  "They are open. Cant you see?"  "Two are open." Jojen"
Bran-Stark (Bran), Jojen-Reed (Jojen-Reed), 788082, "didnt you?"  "Stop it!" Bran shouted. Summer slid toward the weirwood; his white teeth bared.  Jojen-Reed"
Bran-Stark (Bran), Cersei-Lannister (the-queen), 788432, "fall. Is that what scares you; the falling?"  The falling; Bran thought; and the golden man; the-queen"
Rodrik-Cassel (Ser-Rodrik), Luwin (Maester-Luwin), 788581, "did not say it; though. How could he? He had not been able to tell Ser-Rodrik or Maester-Luwin"
Bran-Stark (Bran), Jojen-Reed (Jojen), 788786, "to remember. It might not even be a true remembering.  "Do you fall every night; Bran?" Jojen"
Meera-Reed (Meera), Bran-Stark (Bran), 789005, "and hot eyes. Meera stepped between the wolf and her brother; spear in hand. "Keep him back; Bran"
Bran-Stark (Bran), Jojen-Reed (Jojen), 789015, "eyes. Meera stepped between the wolf and her brother; spear in hand. "Keep him back; Bran."  "Jojen"
Meera-Reed (Meera), Jojen-Reed (Jojen), 789015, "eyes. Meera stepped between the wolf and her brother; spear in hand. "Keep him back; Bran."  "Jojen"
Bran-Stark (Bran), Meera-Reed (Meera), 789044, "and her brother; spear in hand. "Keep him back; Bran."  "Jojen is making him angry."  Meera"
Jojen-Reed (Jojen), Meera-Reed (Meera), 789044, "and her brother; spear in hand. "Keep him back; Bran."  "Jojen is making him angry."  Meera"
Jojen-Reed (Jojen), Bran-Stark (Bran), 789085, "Bran."  "Jojen is making him angry."  Meera shook out her net.  "It your anger; Bran"
Meera-Reed (Meera), Bran-Stark (Bran), 789085, "Bran."  "Jojen is making him angry."  Meera shook out her net.  "It your anger; Bran"
Bran-Stark (Bran), Meera-Reed (Meera), 789329, "is Summer; and part of Summer is you. You know that; Bran."  Summer rushed forward; but Meera"
Meera-Reed (Meera), Bran-Stark (Bran), 789471, "the three-pronged spear. The wolf twisted aside; circling; stalking. Meera turned to face him. "Call him back; Bran"
Bran-Stark (Bran), Meera-Reed (Meera), 789916, "strong; his brother had smelled his rage. Bran felt hairs rise on the back of his neck. Meera"
Meera-Reed (Meera), Bran-Stark (Bran), 789976, "rise on the back of his neck. Meera stood beside her brother; with wolves to either side. "Bran"
Bran-Stark (Bran), Jojen-Reed (Jojen), 790012, "stood beside her brother; with wolves to either side. "Bran; call them off."  "I cant!"  "Jojen"
Bran-Stark (Bran), Hodor (Hodor), 790567, " Only then did Bran remember that they were not alone. He cupped hands around his mouth. "Hodor"
Hodor (Hodor), Bran-Stark (Bran), 790843, "heard a tuneless humming. Hodor arrived half-dressed and mud-spattered from his visit to the hot pools; but Bran"
Bran-Stark (Bran), Hodor (Hodor), 790885, "from his visit to the hot pools; but Bran had never been so glad to see him. "Hodor"
Bran-Stark (Bran), Meera-Reed (Meera), 791253, "Summer had enough; he came back to Bran and lay down beside him.  No sooner did Meera"
Meera-Reed (Meera), Jojen-Reed (Jojen), 791318, "him.  No sooner did Meera touch ground than she snatched up her spear and net again. Jojen"
Jojen-Reed (Jojen), Bran-Stark (Bran), 791389, "spear and net again. Jojen never took his eyes off Summer. "We will talk again;" he promised Bran"
Luwin (Maester-Luwin), Hodor (Hodor), 791538, "not understand why theyd gotten so wild. Maybe Maester-Luwin was right to lock them in the godswood. "Hodor"
Hodor (Hodor), Luwin (Maester-Luwin), 791576, "wild. Maybe Maester-Luwin was right to lock them in the godswood. "Hodor;" he said; "bring me to Maester-Luwin"
Luwin (Maester-Luwin), Bran-Stark (Bran), 791632, ""Hodor;" he said; "bring me to Maester-Luwin."  The maester turret below the rookery was one of Bran"
Bran-Stark (Bran), Luwin (Luwin), 791655, ""bring me to Maester-Luwin."  The maester turret below the rookery was one of Bran favorite places. Luwin"
Luwin (Luwin), Rodrik-Cassel (Ser-Rodrik), 791924, "robes. He liked the ravens too.  He found Luwin perched on a high stool; writing. With Ser-Rodrik"
Hodor (Hodor), Bran-Stark (Bran), 792131, "said when Hodor entered; "youre early for lessons today." The maester spent several hours every afternoon tutoring Bran"
Bran-Stark (Bran), Rickon-Stark (Rickon), 792139, "when Hodor entered; "youre early for lessons today." The maester spent several hours every afternoon tutoring Bran; Rickon"
Bran-Stark (Bran), Hodor (Hodor), 792170, "for lessons today." The maester spent several hours every afternoon tutoring Bran; Rickon; and the Walder-Freys.  "Hodor"
Rickon-Stark (Rickon), Hodor (Hodor), 792170, "for lessons today." The maester spent several hours every afternoon tutoring Bran; Rickon; and the Walder-Freys.  "Hodor"
Hodor (Hodor), Bran-Stark (Bran), 792190, "The maester spent several hours every afternoon tutoring Bran; Rickon; and the Walder-Freys.  "Hodor; stand still." Bran"
Rickon-Stark (Rickon), Bran-Stark (Bran), 792190, "The maester spent several hours every afternoon tutoring Bran; Rickon; and the Walder-Freys.  "Hodor; stand still." Bran"
Hodor (Hodor), Meera-Reed (Meera), 792358, "the basket. He hung for a moment by his arms until Hodor carried him to a chair. "Meera"
Hodor (Hodor), Luwin (Maester-Luwin), 792411, "his arms until Hodor carried him to a chair. "Meera says her brother has the greensight."  Maester-Luwin"
Meera-Reed (Meera), Luwin (Maester-Luwin), 792411, "his arms until Hodor carried him to a chair. "Meera says her brother has the greensight."  Maester-Luwin"
Luwin (Luwin), Bran-Stark (Bran), 792844, "sort of knowledge."  "What was it?"  Luwin set down his quill. "No one truly knows; Bran"
Bran-Stark (Bran), Rickon-Stark (Rickon), 795139, "to say; magic does not work."  "Sometimes it does;" Bran protested. "I had that dream; and Rickon"
Bran-Stark (Bran), Meera-Reed (Meera-Reed), 796356, "does not have the greensight. No living man has that power."  Bran said as much to Meera-Reed"
Bran-Stark (Bran), Jojen-Reed (Jojen), 796880, "in the end; he decided for himself. Bran; will you let me tell you about a dream Jojen"
Jojen-Reed (Jojen), Bran-Stark (Bran), 797745, "truth of it; he told himself. Nothing bad was coming to Winterfell; no matter what Jojen said. Bran"
Tyrion-Lannister (Tyrion), Podrick-Payne (Podrick-Payne), 798391, "of his bare feet. "My cousin chooses a queer hour to come visiting;" Tyrion told a sleep-befuddled Podrick-Payne"
Lancel-Lannister (Lancel), Cersei-Lannister (Cersei), 798707, "and slow of wit at this hour? he wondered. No; Lancel scarce thinks at all; this is Cersei"
Varys (Varys), Petyr-Baelish (Littlefinger), 798912, "reading by the flickering light of a candle; scrutinizing the reports of Varys whisperers; and poring over Littlefinger"
Cersei-Lannister (Queen-Regent), Pycelle (Grand-Maester-Pycelle), 799766, "owe this undeserved pleasure?"  "Her Grace the Queen-Regent has sent me to command you to release Grand-Maester-Pycelle"
Cersei-Lannister (Queen-Regent), Lancel-Lannister (Ser-Lancel), 799779, "this undeserved pleasure?"  "Her Grace the Queen-Regent has sent me to command you to release Grand-Maester-Pycelle." Ser-Lancel"
Pycelle (Grand-Maester-Pycelle), Lancel-Lannister (Ser-Lancel), 799779, "this undeserved pleasure?"  "Her Grace the Queen-Regent has sent me to command you to release Grand-Maester-Pycelle." Ser-Lancel"
Cersei-Lannister (Queen-Regent), Tyrion-Lannister (Tyrion), 799793, "pleasure?"  "Her Grace the Queen-Regent has sent me to command you to release Grand-Maester-Pycelle." Ser-Lancel showed Tyrion"
Lancel-Lannister (Ser-Lancel), Tyrion-Lannister (Tyrion), 799793, "pleasure?"  "Her Grace the Queen-Regent has sent me to command you to release Grand-Maester-Pycelle." Ser-Lancel showed Tyrion"
Pycelle (Grand-Maester-Pycelle), Tyrion-Lannister (Tyrion), 799793, "pleasure?"  "Her Grace the Queen-Regent has sent me to command you to release Grand-Maester-Pycelle." Ser-Lancel showed Tyrion"
Lancel-Lannister (Ser-Lancel), Cersei-Lannister (Cersei), 799826, "Queen-Regent has sent me to command you to release Grand-Maester-Pycelle." Ser-Lancel showed Tyrion a crimson ribbon; bearing Cersei"
Pycelle (Grand-Maester-Pycelle), Cersei-Lannister (Cersei), 799826, "Queen-Regent has sent me to command you to release Grand-Maester-Pycelle." Ser-Lancel showed Tyrion a crimson ribbon; bearing Cersei"
Tyrion-Lannister (Tyrion), Cersei-Lannister (Cersei), 799826, "Queen-Regent has sent me to command you to release Grand-Maester-Pycelle." Ser-Lancel showed Tyrion a crimson ribbon; bearing Cersei"
Cersei-Lannister (Cersei), Tyrion-Lannister (Tyrion), 799904, "ribbon; bearing Cersei lion seal impressed in golden wax. "Here is her warrant."  "So it is." Tyrion"
Tyrion-Lannister (Tyrion), Cersei-Lannister (Cersei), 800254, "I should have given her a larger dose. Tyrion had hoped for a few more days without Cersei"
Jaime-Lannister (Jaime), Podrick-Payne (Pod), 800401, "surprised by her return to health. She was Jaime twin; after all. He made himself smile pleasantly. "Pod"
Lancel-Lannister (Ser-Lancel), Tyrion-Lannister (Imp), 800637, "no help sleeping;" Ser-Lancel said. "I am come at Her Grace behest; not to drink with you; Imp"
Tyrion-Lannister (Tyrion), Robert-Baratheon (King-Robert), 800758, "had made the boy bolder; Tyrion reflected; that; and the sorry part he had played in murdering King-Robert"
Robert-Baratheon (King-Robert), Pycelle (Grand-Maester-Pycelle), 800842, "had played in murdering King-Robert. "Wine does have its dangers." He smiled as he poured. "As to Grand-Maester-Pycelle"
Pycelle (Grand-Maester), Cersei-Lannister (Queen-Regent), 801104, "you will; so long as you release your prisoner. The Grand-Maester is a staunch friend to the Queen-Regent"
Cersei-Lannister (Cersei), Joffrey-Baratheon (Joffrey), 801325, "lessons from Cersei. "Her Grace will never consent to this outrage. She reminds you that she is Joffrey"
Joffrey-Baratheon (Joffrey), Tyrion-Lannister (Hand), 801357, "consent to this outrage. She reminds you that she is Joffrey regent."  "As I am Joffrey Hand"
Tyrion-Lannister (Hand), Joffrey-Baratheon (the-king), 801450, "am Joffrey Hand."  "The Hand serves;" the young knight informed him airily. "The regent rules until the-king"
Podrick-Payne (Pod), Tyrion-Lannister (Tyrion), 801590, "that down so Ill remember it better." The fire was crackling merrily. "You may leave us; Pod;" Tyrion"
Tyrion-Lannister (Tyrion), Lancel-Lannister (Lancel), 801661, "us; Pod;" Tyrion told his squire. Only when the boy was gone did he turn back to Lancel"
Lancel-Lannister (Lancel), Jacelyn-Bywater (Jacelyn-Bywater), 801740, "he turn back to Lancel. "There is more?"  "Yes. Her Grace bids me inform you that Ser-Jacelyn-Bywater"
